method,dataset,sample_id,loss,perplexity,latency,depth,layer_reduction,configuration,attention_mode,ffn_mode,confidence,rollback,executed_depth,relative_flops,active_parameters,sequence_length,proposed_configuration,fallback_applied,stability_status,volatility,stability_score,answer_loss,correct,generated,question
A2_analyzer,short_qa,30,6.655022144317627,776.6751218368757,0.03381959999387618,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,6.71043062210083,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is the square root of 81?
A2_analyzer,short_qa,31,8.763653755187988,6397.443620066433,0.031379000007291324,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,11,shallow,False,,,,7.8409013748168945,False," Yes yesterdaydaysdaysdaysdaysdays (...)
",What is 7 squared?
A2_analyzer,short_qa,32,9.334430694580078,11321.181222380243,0.033525599996210076,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,17.078920364379883,False," Yes yesterday afternoon, although they're not necessarily necessarily necessarily necessarily given given given given rise upstage stage stage stage stage",Who wrote the play Romeo and Juliet?
A2_analyzer,short_qa,33,7.805357456207275,2453.712483962293,0.03151810000417754,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,13,shallow,False,,,,16.895042419433594,False," Yes yesterday afternoon, although we've been seen before the same thing happened happening at least partly due due due diligence diligence",Who developed the theory of relativity?
A2_analyzer,short_qa,34,7.141153335571289,1262.8840786179744,0.036373499999172054,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,17,shallow,False,,,,18.633487701416016,False," Yes yesterday afternoon, although we've been seen before the same thing happened happening happening righteousness. Buttonstons",Who was the first person to walk on the Moon?
A2_analyzer,short_qa,35,8.356410026550293,4257.383405758793,0.03274270000110846,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,13,shallow,False,,,,16.98525619506836,False, Yes yesterday afternoon afternoon hours ahead ahead ahead ahead ahead ahead ahead ahead ahead ahead ahead ahead ahead ahead ahead ahead ahead ahead,Who painted the Mona Lisa?
A2_analyzer,short_qa,36,8.157059669494629,3487.915886030797,0.03610599999956321,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,18.202150344848633,False," Yes yesterday afternoon, although we've been seen before the same exact exact same thing happened happening righteousness. But",What is the largest ocean on Earth?
A2_analyzer,short_qa,37,8.519842147827148,5013.262339979692,0.0337705999991158,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,16.43857765197754,False," Yes yesterday afternoon, although we've been seen around the same thing happened happening around the same thing happened happening happening right",What is the longest river in Africa?
A2_analyzer,short_qa,38,6.8072357177734375,904.3674217198679,0.03405590000329539,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,15,shallow,False,,,,16.02707290649414,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is the tallest mountain in the world?
A2_analyzer,short_qa,39,7.083975791931152,1192.7010356773549,0.03508989998954348,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,15,shallow,False,,,,16.05719566345215,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is the largest desert in the world?
A2_analyzer,short_qa,40,8.38461685180664,4379.180352851847,0.03400280000641942,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,19.52346420288086,False," Yes yesterday afternoon, although we've been seen around the same daydreaming about how much funnels funnel funnel funnel",What language is primarily spoken in Brazil?
A2_analyzer,short_qa,41,7.9106669425964355,2726.2080844482016,0.03713189999689348,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,13.10490608215332,False," Yes yesterday afternoon, although we've been seen before the same exact exact same thing happened happening righteousness. But",What language is primarily spoken in Austria?
A2_analyzer,short_qa,42,8.661613464355469,5776.847885355878,0.033511000001453795,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,13,shallow,False,,,,20.02781867980957,False," Yes yesterday afternoon, although we've been seen around the same daydreamtektektektektektektektektek",What currency is used in Japan?
A2_analyzer,short_qa,43,7.648525714874268,2097.550920645857,0.0375627000030363,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,15,shallow,False,,,,16.72109603881836,False," Yes yesterday afternoon, although we've been seen before the same exact exact same thing happened happening righteousness to be",What currency is used in the United Kingdom?
A2_analyzer,short_qa,44,8.13206958770752,3401.832675900298,0.03480259999923874,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,8.953134536743164,False," Yes yesterday afternoon, although we've been seen around the same daydreamtektektektektektektektektek",What is the currency of India?
A2_analyzer,short_qa,45,9.752653121948242,17199.80149846864,0.035504500003298745,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,16,shallow,False,,,,17.38082504272461,False," Yes yesterday afternoon afternoon, which is not necessarily necessarily necess necess necess necess necessities for the same thing happened happening right",In which country is the Eiffel Tower?
A2_analyzer,short_qa,46,8.70423412322998,6028.383172856878,0.036452800006372854,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,11.945157051086426,False," Yes yesterday afternoon, I've been seen before the same thing happened happening righteousness to be able accessibilityibility",In which country is the Great Wall?
A2_analyzer,short_qa,47,8.826544761657715,6812.706576431802,0.03611230000387877,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,15,shallow,False,,,,13.157665252685547,False," Yes yesterday afternoon, although we've been seen around the same daydreamtektektektektektektektektek",In which country is the Taj Mahal?
A2_analyzer,short_qa,48,7.857115745544434,2584.0565401973417,0.03510100000130478,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,16,shallow,False,,,,12.694249153137207,False," Yes yesterday afternoon, although we've been seen before the same thing happened happening happening at least partly due due due diligence",What colour is the sky on a clear day?
A2_analyzer,short_qa,49,8.365056037902832,4294.352377796638,0.03464509999321308,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,17,shallow,False,,,,15.004081726074219,False," Yes yesterday afternoon, although we've been seen before the same exact exact same thing happened happening righteousness. But",What colour do you get by mixing red and white?
A2_analyzer,short_qa,50,7.562821865081787,1925.2707093757206,0.033574100001715124,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,13,shallow,False,,,,10.92327880859375,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is the opposite of hot?
A2_analyzer,short_qa,51,7.5166497230529785,1838.3978232593718,0.03469660000700969,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,13,shallow,False,,,,11.281113624572754,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is the opposite of ancient?
A2_analyzer,short_qa,52,5.858145713806152,350.0744036702593,0.03731109999353066,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,15,shallow,False,,,,11.843406677246094,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is the first month of the year?
A2_analyzer,short_qa,53,5.623653888702393,276.8992962665987,0.034781399997882545,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,15,shallow,False,,,,11.326004028320312,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is the last month of the year?
A2_analyzer,short_qa,54,8.43886661529541,4623.312022842411,0.03298610000638291,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,12,shallow,False,,,,13.423789978027344,False," Yesterday afternoon, although we've been seen around the same thing happened happening happening around the same thing happened happening happening right",What season comes after winter?
A2_analyzer,short_qa,55,9.382465362548828,11878.262910241176,0.03264299999864306,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,11.250787734985352,False," Yes yesterday afternoon, although we've been seen before the same exact exact same thing happened happening happening righteousness.",What organ pumps blood around the body?
A2_analyzer,short_qa,56,9.398311614990234,12067.988109541617,0.03488189999188762,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,14,shallow,False,,,,11.209906578063965,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What organ is used for breathing?
A2_analyzer,short_qa,57,7.017757415771484,1116.2804557125094,0.032398399998783134,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,13,shallow,False,,,,15.958890914916992,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is the hardest natural substance?
A2_analyzer,short_qa,58,9.209773063659668,9994.328525724222,0.030573700001696125,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,11,shallow,False,,,,16.856557846069336,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What do bees produce?
A2_analyzer,short_qa,59,8.35598087310791,4255.556727005442,0.03318309999303892,4,0.6666666666666667,shallow,full,full,,False,4,0.3333333333333333,28351488,16,shallow,False,,,,9.908226013183594,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is the young of a cat called?
