method,dataset,sample_id,loss,perplexity,latency,depth,layer_reduction,configuration,attention_mode,ffn_mode,confidence,rollback,executed_depth,relative_flops,active_parameters,sequence_length,proposed_configuration,fallback_applied,stability_status,volatility,stability_score,answer_loss,correct,generated,question
A3_predictor,short_qa,10,4.575662136077881,97.09230617662672,0.05393239999830257,8,0.33333333333333337,medium,full,full,0.7095196152280409,False,8,0.6666666666666666,56702976,16,medium,False,,,,11.129070281982422,False," The largest possible human beings who lived in the world today, namely those who lived in the world today, namely those who",What is the largest planet in the solar system?
A3_predictor,short_qa,11,5.238168239593506,188.3248203157658,0.05177009999169968,8,0.33333333333333337,medium,full,full,0.7067797319011154,False,8,0.6666666666666666,56702976,15,medium,False,,,,15.875112533569336,False," Yesterday morning, we've been asked questions about how exactly we've been able accessibility of the entire world. Unfortunately",What is the closest planet to the Sun?
A3_predictor,short_qa,12,6.25960636138916,523.0130214626752,0.052708199989865534,8,0.33333333333333337,medium,full,full,0.7067797319011154,False,8,0.6666666666666666,56702976,15,medium,False,,,,17.716642379760742,False," Yesterday afternoon, I've been asked questions about the same thing happening in the same vein. It happened in the same",Which planet is known as the Red Planet?
A3_predictor,short_qa,13,6.5322442054748535,686.9381131921028,0.053660599995055236,8,0.33333333333333337,medium,full,full,0.7039857207770905,False,8,0.6666666666666666,56702976,14,medium,False,,,,11.592257499694824,True," Well, we're gonna go ahead heretical research research, which basically boils boils boils boils boils boils …etcetcetc",What is the chemical symbol for oxygen?
A3_predictor,short_qa,14,6.775200843811035,875.8552554778254,0.05345159998978488,8,0.33333333333333337,medium,full,full,0.7039857207770905,False,8,0.6666666666666666,56702976,14,medium,False,,,,20.392637252807617,False," The simplest explanation explanation of why people are able accessibly accessibly accessibly accessibly accessibly
",What is the chemical symbol for gold?
A3_predictor,short_qa,15,7.052154064178467,1155.3447510534759,0.04918750000069849,8,0.33333333333333337,medium,full,full,0.7039857207770905,False,8,0.6666666666666666,56702976,14,medium,False,,,,16.388643264770508,False," The simplest explanation explanation of why people are able accessibly accessibly accessibly accessibly accessibly
",What is the chemical symbol for iron?
A3_predictor,short_qa,16,6.862976551055908,956.2090407836058,0.04982089999248274,8,0.33333333333333337,medium,full,full,0.8230328409537006,False,8,0.6666666666666666,56702976,15,medium,False,,,,12.910820960998535,False," Well, we're gonna be able pretty darn darnedly anytime else we've got a chance chance chancellorium. And",What gas do plants absorb from the air?
A3_predictor,short_qa,17,6.039078235626221,419.5061707724887,0.050870999999460764,8,0.33333333333333337,medium,full,full,0.7095196152280409,False,8,0.6666666666666666,56702976,16,medium,False,,,,13.507411003112793,False," Well, we're gonna be able to get rid of the entire thing. But unfortunately there are plenty of ways to make",What is the freezing point of water in Celsius?
A3_predictor,short_qa,18,5.476884841918945,239.10070951946344,0.04952819999016356,8,0.33333333333333337,medium,full,full,0.7095196152280409,False,8,0.6666666666666666,56702976,16,medium,False,,,,12.00931453704834,False," Well, we're gonna be able tell how much damage caused by the same kind of thing happening elsewhere around the globe.",What is the boiling point of water in Celsius?
A3_predictor,short_qa,19,4.405096054077148,81.86700612523367,0.04705229999672156,8,0.33333333333333337,medium,full,full,0.5440867421577419,False,8,0.6666666666666666,56702976,14,medium,False,,,,9.315535545349121,False, Exactly depends depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending,How many days are in a week?
A3_predictor,short_qa,20,5.161905765533447,174.49668870039136,0.04973109999264125,8,0.33333333333333337,medium,full,full,0.5440867421577419,False,8,0.6666666666666666,56702976,14,medium,False,,,,8.818711280822754,False, Exactly depends depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending,How many months are in a year?
A3_predictor,short_qa,21,4.388708114624023,80.53630806664685,0.11431140000058804,8,0.33333333333333337,medium,full,full,0.5440867421577419,False,8,0.6666666666666666,56702976,14,medium,False,,,,11.57248306274414,False, Exactly depends depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending,How many hours are in a day?
A3_predictor,short_qa,22,5.129706859588623,168.96757955859465,0.04633739999553654,8,0.33333333333333337,medium,full,full,0.5341666205181964,False,8,0.6666666666666666,56702976,12,medium,False,,,,11.64169692993164,False, Exactly depends depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending,How many continents are there?
A3_predictor,short_qa,23,5.879031658172607,357.46292775608237,0.05004829999234062,8,0.33333333333333337,medium,full,full,0.5440867421577419,False,8,0.6666666666666666,56702976,14,medium,False,,,,11.561415672302246,False, Exactly depends depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending,How many legs does a spider have?
A3_predictor,short_qa,24,6.004050254821777,405.0660964175865,0.047569299989845604,8,0.33333333333333337,medium,full,full,0.5440867421577419,False,8,0.6666666666666666,56702976,14,medium,False,,,,10.886232376098633,False, Exactly depends depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending,How many sides does a triangle have?
A3_predictor,short_qa,25,6.261750221252441,524.1354908659948,0.0501730999967549,8,0.33333333333333337,medium,full,full,0.5440867421577419,False,8,0.6666666666666666,56702976,15,medium,False,,,,11.793194770812988,False," Exactly depends depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending depending
",How many sides does a hexagon have?
A3_predictor,short_qa,26,5.777772426605225,323.0387957222716,0.05446839999058284,8,0.33333333333333337,medium,full,full,0.5627790248888356,False,8,0.6666666666666666,56702976,18,medium,False,,,,10.672796249389648,False," Yesterday afternoon, I've been asked questions about how much money they'll be able afford ($1-$1-$1",How many players are on a soccer team on the field?
A3_predictor,short_qa,27,8.58526611328125,5352.216821796345,0.030091699998592958,4,0.6666666666666667,shallow,full,full,0.5698061885339285,False,4,0.3333333333333333,28351488,12,shallow,False,,,,9.119742393493652,False," Yes yesterdaydaysdaysdaysdaysdays (...)
",What is 2 plus 2?
A3_predictor,short_qa,28,7.607961654663086,2014.1683399434855,0.029436900003929622,4,0.6666666666666667,shallow,full,full,0.5698061885339285,False,4,0.3333333333333333,28351488,12,shallow,False,,,,8.110210418701172,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is 5 times 6?
A3_predictor,short_qa,29,7.681005001068115,2166.796310558917,0.03413929999805987,4,0.6666666666666667,shallow,full,full,0.8266965061437526,False,4,0.3333333333333333,28351488,13,shallow,False,,,,8.717949867248535,False, Yes yesterday morning nightfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfallfall,What is 100 divided by 4?
A3_predictor,short_qa,30,5.31929349899292,204.23953557095945,0.05037650000303984,8,0.33333333333333337,medium,full,full,0.5561725490132504,False,8,0.6666666666666666,56702976,14,medium,False,,,,14.82314682006836,False, The difference between the two halves of the equation equation equation equation ===========================================,What is the square root of 81?
A3_predictor,short_qa,31,8.763653755187988,6397.443620066433,0.029599799992865883,4,0.6666666666666667,shallow,full,full,0.5813507912075115,False,4,0.3333333333333333,28351488,11,shallow,False,,,,7.8409013748168945,False," Yes yesterdaydaysdaysdaysdaysdays (...)
",What is 7 squared?
A3_predictor,short_qa,32,6.249661445617676,517.8374788401745,0.04919490001339,8,0.33333333333333337,medium,full,full,0.7039857207770905,False,8,0.6666666666666666,56702976,14,medium,False,,,,13.346199989318848,False, The first thing you're gonna get ridta' tha tha fuckholes who are currently occupying the same position position position position,Who wrote the play Romeo and Juliet?
A3_predictor,short_qa,33,5.391242980957031,219.4760205928939,0.04629009999916889,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,14.161483764648438,False," Well, we've been asked questions answered by various kinds of media outlets including the Internet Archive Archive Archive Archive System (which",Who developed the theory of relativity?
A3_predictor,short_qa,34,4.737931251525879,114.1977108044576,0.03883389999100473,8,0.33333333333333337,medium,full,full,0.7419083093084068,False,8,0.6666666666666666,56702976,17,medium,False,,,,20.14840316772461,False," The first person whoever existed in the world today, namely the first person whoever existed in the world today, namely",Who was the first person to walk on the Moon?
A3_predictor,short_qa,35,6.132169723510742,460.43409234584857,0.043241400009719655,8,0.33333333333333337,medium,full,full,0.6982331940972664,False,8,0.6666666666666666,56702976,13,medium,False,,,,12.920144081115723,False, The first thing you're gonna get ridta' tha tha fuckholesholesholesholeholeholeholeholeholeholehole,Who painted the Mona Lisa?
A3_predictor,short_qa,36,5.542572021484375,255.33387985242166,0.051121900003636256,8,0.33333333333333337,medium,full,full,0.7039857207770905,False,8,0.6666666666666666,56702976,14,medium,False,,,,19.824254989624023,False, The largest amount of space space space space space space space space space space space space space space space space space space space space,What is the largest ocean on Earth?
A3_predictor,short_qa,37,5.432893753051758,228.81040916012412,0.053312699994421564,8,0.33333333333333337,medium,full,full,0.7039857207770905,False,8,0.6666666666666666,56702976,14,medium,False,,,,18.522523880004883,False, The longest distance travelled by the entire length of the shortest distance travelled by the entire length of the shortest distance travelled by the,What is the longest river in Africa?
A3_predictor,short_qa,38,4.218491077423096,67.93090444097774,0.05203540000366047,8,0.33333333333333337,medium,full,full,0.7067797319011154,False,8,0.6666666666666666,56702976,15,medium,False,,,,15.346129417419434,False," The tallest thing imaginable, according terms of the same kind of thing happening happenings everywhere else around the globe. It certainly",What is the tallest mountain in the world?
A3_predictor,short_qa,39,4.9239630699157715,137.54664142009474,0.05000300001120195,8,0.33333333333333337,medium,full,full,0.7067797319011154,False,8,0.6666666666666666,56702976,15,medium,False,,,,17.27243995666504,False, The largest portion of the world population living outside the confines of the confines of the confines of the confines of the confines of,What is the largest desert in the world?
A3_predictor,short_qa,40,6.302401542663574,545.8812944433186,0.052082900001551025,8,0.33333333333333337,medium,full,full,0.8223014197185884,False,8,0.6666666666666666,56702976,14,medium,False,,,,18.178558349609375,False," Well, we've been able successfully successfully successfully successfully successful successful successful successful . . . [laughs] I'm glad that",What language is primarily spoken in Brazil?
A3_predictor,short_qa,41,6.321590900421143,556.4575571997177,0.05109219999576453,8,0.33333333333333337,medium,full,full,0.8223014197185884,False,8,0.6666666666666666,56702976,14,medium,False,,,,15.967897415161133,False," Yesterday afternoon, I've been asked questions about the same thing happening in the same vein. It happened in the same",What language is primarily spoken in Austria?
A3_predictor,short_qa,42,5.655001163482666,285.7168151528814,0.04964639998797793,8,0.33333333333333337,medium,full,full,0.8215540695344039,False,8,0.6666666666666666,56702976,13,medium,False,,,,13.490099906921387,False, The most important thing to remember when evaluating the various kinds of human beings who are currently engaged in the same kind of thing,What currency is used in Japan?
A3_predictor,short_qa,43,4.960556983947754,142.6732404749765,0.053335600008722395,8,0.33333333333333337,medium,full,full,0.8230328409537006,False,8,0.6666666666666666,56702976,15,medium,False,,,,16.329988479614258,False, The most important thing to remember when evaluating whether possible alternatives exist in terms of either side of the spectrum. If you're,What currency is used in the United Kingdom?
A3_predictor,short_qa,44,5.349747180938721,210.55505880471856,0.0521009999938542,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,14,medium,False,,,,7.690478324890137,False," Well, we've been able successfully enough to achieve successively achieve parity parity parity parity parity parity zero-level level level",What is the currency of India?
A3_predictor,short_qa,45,6.773972034454346,874.7796573326647,0.05233750000479631,8,0.33333333333333337,medium,full,full,0.7039857207770905,False,8,0.6666666666666666,56702976,16,medium,False,,,,16.33384132385254,False," Yesterday afternoon, I've been asked questions about the same thing happening in the same vein. It happened in the same",In which country is the Eiffel Tower?
A3_predictor,short_qa,46,7.1461381912231445,1269.1950901271978,0.056150800010073,8,0.33333333333333337,medium,full,full,0.7039857207770905,False,8,0.6666666666666666,56702976,14,medium,False,,,,15.48669719696045,False," Yesterday afternoon, I've been asked questions about the same thing happening in the same vein. It happened in the same",In which country is the Great Wall?
A3_predictor,short_qa,47,7.399970054626465,1635.9354405645797,0.04921749999630265,8,0.33333333333333337,medium,full,full,0.7039857207770905,False,8,0.6666666666666666,56702976,15,medium,False,,,,15.304851531982422,False," Yesterday afternoon, I've been asked questions about the same thing happening in the same manner. It happened in the same",In which country is the Taj Mahal?
A3_predictor,short_qa,48,5.308745384216309,202.09651578697515,0.052779100005864166,8,0.33333333333333337,medium,full,full,0.8237485258742852,False,8,0.6666666666666666,56702976,16,medium,False,,,,12.555344581604004,False," The simplest explanation explanation of the existence of such phenomena occurring in the vicinity of the nearest neighbourhood. Therefore, we need",What colour is the sky on a clear day?
A3_predictor,short_qa,49,6.026857376098633,414.4106440642488,0.053941699996357784,8,0.33333333333333337,medium,full,full,0.8244486659311875,False,8,0.6666666666666666,56702976,17,medium,False,,,,17.715429306030273,False," Well, I'm not really interested anymore because I've been unable affordably affordably priced ($$$$-$-$-$",What colour do you get by mixing red and white?
A3_predictor,short_qa,50,6.460846424102783,639.6022022380439,0.0540498999907868,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,15.633606910705566,False," Well, I'm not necessarily going to be able to get ridtahedricsmiths' favorite spot on the same",What is the opposite of hot?
A3_predictor,short_qa,51,6.1091532707214355,449.95756158193996,0.04900090000592172,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,13.900816917419434,False," Well, I'm glad you guys have been able successfully navigational aids for awhile longer than usual. Unfortunately unfortunately there are",What is the opposite of ancient?
A3_predictor,short_qa,52,3.9262123107910156,50.714522569363695,0.052111800003331155,8,0.33333333333333337,medium,full,full,0.7450160830335456,False,8,0.6666666666666666,56702976,15,medium,False,,,,10.873320579528809,False," Well, we're gonna be able pretty much everything else except maybe the ones mentioned above. However, thereaboutsaboutsabouts",What is the first month of the year?
A3_predictor,short_qa,53,3.3246607780456543,27.789570211277116,0.05037399999855552,8,0.33333333333333337,medium,full,full,0.7067797319011154,False,8,0.6666666666666666,56702976,15,medium,False,,,,8.617897987365723,False," Well, we've got plenty of opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities",What is the last month of the year?
A3_predictor,short_qa,54,6.864261150360107,957.438175555876,0.04602080000040587,8,0.33333333333333337,medium,full,full,0.8163692909094903,False,8,0.6666666666666666,56702976,12,medium,False,,,,13.60142707824707,False, Yesterdaydaysdaysdaysdaysdaysdaysdaysetcetcetcetcetcetcetcetcetcetcetcetcetcetcetc,What season comes after winter?
A3_predictor,short_qa,55,6.879974842071533,972.6018908352952,0.052713800003402866,8,0.33333333333333337,medium,full,full,0.8223014197185884,False,8,0.6666666666666666,56702976,14,medium,False,,,,12.71015739440918,False," Well, we're gonna be able accessibly accessibly accessibly accessibly
",What organ pumps blood around the body?
A3_predictor,short_qa,56,6.438057899475098,625.1914353987094,0.05362310000055004,8,0.33333333333333337,medium,full,full,0.8215540695344039,False,8,0.6666666666666666,56702976,14,medium,False,,,,10.425762176513672,False," Well, we're gonna be able pretty much everything else except maybe the oneshots. If you're gonna be able pretty",What organ is used for breathing?
A3_predictor,short_qa,57,5.5747528076171875,263.6843668132376,0.04977500000677537,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,16.090238571166992,False," Well, we're gonna go ahead heretical beliefs that are not necessarily true anymore. But nevertheless nonetheless nonetheless nonetheless……there",What is the hardest natural substance?
A3_predictor,short_qa,58,5.721392631530762,305.3298389735499,0.04962230000819545,8,0.33333333333333337,medium,full,full,0.8190040840966831,False,8,0.6666666666666666,56702976,11,medium,False,,,,12.068151473999023,False," Well, we've got plenty of examples of how things happen differently depending depending differentiating between the sexes. However, there",What do bees produce?
A3_predictor,short_qa,59,6.910926342010498,1003.1760961674535,0.058495399993262254,8,0.33333333333333337,medium,full,full,0.7067797319011154,False,8,0.6666666666666666,56702976,16,medium,False,,,,9.122230529785156,False," Well, I'm not really interested anymore because we're gonna be able't afford anything else besides the basics of life.",What is the young of a cat called?
