method,dataset,sample_id,loss,perplexity,latency,depth,layer_reduction,configuration,attention_mode,ffn_mode,confidence,rollback,executed_depth,relative_flops,sequence_length,fallback_applied,answer_loss,correct,generated,question
dense_reference,short_qa,25,1.5722386837005615,4.817420812484777,0.04220100000384264,30,0.0,dense,full,full,,False,30,,16,False,1.9330620765686035,False, A hexagon has six sides.,How many sides does a hexagon have?
dense_reference,short_qa,26,2.0352632999420166,7.654267228296161,0.0480946000025142,30,0.0,dense,full,full,,False,30,,20,False,1.2998788356781006,False, 10 players,How many players are on a soccer team on the field?
dense_reference,short_qa,27,1.9317712783813477,6.901724296182319,0.05503390000376385,30,0.0,dense,full,full,,False,30,,15,False,1.3184254169464111,False, 2 + 2 = 4,What is 2 plus 2?
dense_reference,short_qa,28,1.9111440181732178,6.760818875673446,0.0546050999982981,30,0.0,dense,full,full,,False,30,,16,False,1.6751731634140015,False, 5 x 6 = 24,What is 5 times 6?
dense_reference,short_qa,29,1.6516910791397095,5.2157926916719175,0.050114499987103045,30,0.0,dense,full,full,,False,30,,19,False,1.9029167890548706,False, 100 divided by 4 is 10.,What is 100 divided by 4?
dense_reference,short_qa,30,1.7519885301589966,5.766057262100437,0.05756069999188185,30,0.0,dense,full,full,,False,30,,17,False,3.1379027366638184,False, The square root of 81 is 2.,What is the square root of 81?
dense_reference,short_qa,31,2.406421422958374,11.094188614306567,0.04613669999525882,30,0.0,dense,full,full,,False,30,,14,False,2.6934473514556885,False, 7 squared is 21.,What is 7 squared?
dense_reference,short_qa,32,1.894567608833313,6.649672523264408,0.05768509999325033,30,0.0,dense,full,full,,False,30,,14,False,3.0807909965515137,True, William Shakespeare,Who wrote the play Romeo and Juliet?
dense_reference,short_qa,33,2.1986305713653564,9.012662846119238,0.04783809999935329,30,0.0,dense,full,full,,False,30,,13,False,2.142773389816284,True, Albert Einstein,Who developed the theory of relativity?
dense_reference,short_qa,34,1.677697777748108,5.353217477198852,0.05419900000561029,30,0.0,dense,full,full,,False,30,,17,False,5.727319717407227,True, Neil Armstrong,Who was the first person to walk on the Moon?
dense_reference,short_qa,35,1.7487047910690308,5.74715408800573,0.041901300006429665,30,0.0,dense,full,full,,False,30,,13,False,0.6758572459220886,True, Leonardo da Vinci,Who painted the Mona Lisa?
dense_reference,short_qa,36,2.1030328273773193,8.19097409062899,0.04750899999635294,30,0.0,dense,full,full,,False,30,,14,False,7.014430999755859,True, The largest ocean on Earth is the Pacific Ocean.,What is the largest ocean on Earth?
dense_reference,short_qa,37,1.786958932876587,5.971265806842542,0.04769440001109615,30,0.0,dense,full,full,,False,30,,14,False,2.3196897506713867,True, The Nile River is the longest river in Africa. It is the longest river in,What is the longest river in Africa?
dense_reference,short_qa,38,1.5949068069458008,4.927869807481265,0.058064199998625554,30,0.0,dense,full,full,,False,30,,15,False,3.320176124572754,True," The tallest mountain in the world is Mount Everest, which is located in the Himalayas",What is the tallest mountain in the world?
dense_reference,short_qa,39,1.8455723524093628,6.3317227302640715,0.041304099999251775,30,0.0,dense,full,full,,False,30,,15,False,5.148648738861084,False, The largest desert in the world is the Sahara Desert. It covers an area of,What is the largest desert in the world?
