method,dataset,sample_id,loss,perplexity,latency,depth,layer_reduction,configuration,attention_mode,ffn_mode,confidence,rollback,executed_depth,relative_flops,active_parameters,sequence_length,proposed_configuration,fallback_applied,stability_status,volatility,stability_score,answer_loss,correct,generated,question
static,short_qa,25,3.984055757522583,53.73452709267635,0.033385200003976934,12,0.0,deep,full,full,,False,12,1.0,85054464,15,deep,False,,,,5.111665725708008,False," The hexagon is a unit of length 1.5.
",How many sides does a hexagon have?
static,short_qa,26,4.056255340576172,57.75762299338689,0.04328769999847282,12,0.0,deep,full,full,,False,12,1.0,85054464,18,deep,False,,,,5.603005409240723,False, The number of players on a soccer team is determined by the number of players on,How many players are on a soccer team on the field?
static,short_qa,27,3.9844789505004883,53.7572719796118,0.03276079999341164,12,0.0,deep,full,full,,False,12,1.0,85054464,12,deep,False,,,,5.013151168823242,False, 2 plus 2 is a number that is used to represent the number of times a,What is 2 plus 2?
static,short_qa,28,4.518373966217041,91.68639153360077,0.04970560000219848,12,0.0,deep,full,full,,False,12,1.0,85054464,12,deep,False,,,,8.026026725769043,False," 5 times 6 is the number of times you can use the word ""5 times",What is 5 times 6?
static,short_qa,29,4.191492557525635,66.12140735093166,0.036863600005744956,12,0.0,deep,full,full,,False,12,1.0,85054464,13,deep,False,,,,7.074307441711426,False, 100 divided by 4 is the number of times you have to divide by 4.,What is 100 divided by 4?
static,short_qa,30,3.739806652069092,42.08985139253587,0.03041599999414757,12,0.0,deep,full,full,,False,12,1.0,85054464,14,deep,False,,,,7.075189590454102,False, The square root of 81 is the square of the square of the square of the,What is the square root of 81?
static,short_qa,31,5.38632869720459,218.40009900813308,0.03297030000248924,12,0.0,deep,full,full,,False,12,1.0,85054464,11,deep,False,,,,10.650398254394531,False," 7 is the square root of 7.
",What is 7 squared?
static,short_qa,32,4.017505645751953,55.562340673527856,0.0317977999948198,12,0.0,deep,full,full,,False,12,1.0,85054464,14,deep,False,,,,5.78031063079834,False," The play was written by the French playwright, Jean-Jacques Rousseau",Who wrote the play Romeo and Juliet?
static,short_qa,33,3.5019757747650146,33.18094531175603,0.032064699989859946,12,0.0,deep,full,full,,False,12,1.0,85054464,13,deep,False,,,,1.865394115447998,True," Einstein.
",Who developed the theory of relativity?
static,short_qa,34,2.9909424781799316,19.904433148060416,0.027479800002765842,12,0.0,deep,full,full,,False,12,1.0,85054464,17,deep,False,,,,8.760619163513184,False, The first person to walk on the Moon was the first person to walk on the,Who was the first person to walk on the Moon?
static,short_qa,35,4.029021263122559,56.20587355663399,0.027569099998800084,12,0.0,deep,full,full,,False,12,1.0,85054464,13,deep,False,,,,6.7418107986450195,False," The Mona Lisa was painted by the artist, and the Mona Lisa was",Who painted the Mona Lisa?
static,short_qa,36,3.816342830657959,45.437730612447005,0.18333070000517182,12,0.0,deep,full,full,,False,12,1.0,85054464,14,deep,False,,,,7.607057571411133,False, The largest ocean on Earth is about 1.5 million square kilometers (1.,What is the largest ocean on Earth?
static,short_qa,37,3.8228507041931152,45.734397906566016,0.032882499988772906,12,0.0,deep,full,full,,False,12,1.0,85054464,14,deep,False,,,,5.560550689697266,True, The longest river in Africa is the Nile. The Nile is the longest river in,What is the longest river in Africa?
static,short_qa,38,3.0583536624908447,21.292473692232804,0.038102500009699725,12,0.0,deep,full,full,,False,12,1.0,85054464,15,deep,False,,,,4.579861164093018,False," The tallest mountain in the world is the Himalayas.
",What is the tallest mountain in the world?
static,short_qa,39,3.4146180152893066,30.405332836759218,0.029139799997210503,12,0.0,deep,full,full,,False,12,1.0,85054464,15,deep,False,,,,7.256793975830078,False, The largest desert in the world is the Sahara Desert. The Sahara Desert is the,What is the largest desert in the world?
