sample_id,target,predicted,confidence,correct,p_deep,p_medium,p_shallow
105,shallow,shallow,0.845091896915266,True,0.0630491653287439,0.09185893775599002,0.845091896915266
64,medium,medium,0.6982331940972664,True,0.14778370912406155,0.6982331940972664,0.15398309677867195
509,medium,medium,0.7727842145252182,True,0.0951161708890598,0.7727842145252182,0.132099614585722
548,medium,medium,0.7727842145252182,True,0.0951161708890598,0.7727842145252182,0.132099614585722
576,deep,deep,0.8443771470861042,True,0.8443771470861042,0.13249467715127264,0.023128175762623052
720,medium,deep,0.5869867479733658,False,0.5869867479733658,0.3345864799831687,0.07842677204346549
439,shallow,medium,0.7332163821751402,False,0.10294561916064816,0.7332163821751402,0.16383799866421161
143,medium,medium,0.5841705372366961,True,0.2167215802232751,0.5841705372366961,0.19910788254002876
93,medium,medium,0.6662767779290136,True,0.15144073684880555,0.6662767779290136,0.1822824852221807
311,medium,medium,0.7849168466499247,True,0.08237622551939308,0.7849168466499247,0.13270692783068228
4,deep,medium,0.5440867421577419,False,0.18235413673033918,0.5440867421577419,0.27355912111191893
708,medium,deep,0.737453887279704,False,0.737453887279704,0.2126160765234845,0.0499300361968116
47,medium,medium,0.46376065686415063,True,0.16300573377024136,0.46376065686415063,0.373233609365608
373,medium,medium,0.8240099905271537,True,0.1105366733517102,0.8240099905271537,0.06545333612113609
294,shallow,medium,0.6649809217995144,False,0.10442726500605568,0.6649809217995144,0.23059181319442987
507,deep,medium,0.7920386716530353,False,0.0915354126456677,0.7920386716530353,0.11642591570129703
600,deep,deep,0.45928120532166244,True,0.45928120532166244,0.40929154526394496,0.1314272494143925
306,shallow,medium,0.768996686755011,False,0.08613046715905268,0.768996686755011,0.14487284608593637
579,deep,deep,0.5421617404170835,True,0.5421617404170835,0.38758810994855836,0.07025014963435822
593,medium,deep,0.8725586852225666,False,0.8725586852225666,0.10546541545626673,0.021975899321166673
558,medium,medium,0.6197140059272034,True,0.18045064866236682,0.6197140059272034,0.1998353454104299
292,medium,medium,0.6764984782301432,True,0.10312661678237556,0.6764984782301432,0.22037490498748138
303,medium,medium,0.7849168466499247,True,0.08237622551939308,0.7849168466499247,0.13270692783068228
755,deep,medium,0.7404883829103008,False,0.17181108637701656,0.7404883829103008,0.08770053071268256
295,medium,medium,0.7849168466499247,True,0.08237622551939308,0.7849168466499247,0.13270692783068228
798,deep,deep,0.5012841797662398,True,0.5012841797662398,0.41718206939942043,0.08153375083433971
460,medium,medium,0.8715231132479944,True,0.08985890168610591,0.8715231132479944,0.03861798506589978
337,deep,medium,0.7095196152280409,False,0.150210334533182,0.7095196152280409,0.14027005023877706
188,shallow,shallow,0.8926845176106821,True,0.059103686772213615,0.048211795617104154,0.8926845176106821
44,shallow,medium,0.44236222116939067,False,0.16107852614130438,0.44236222116939067,0.396559252689305
550,shallow,medium,0.7625685337700895,False,0.09686160847887942,0.7625685337700895,0.1405698577510312
289,medium,medium,0.6453045544381854,True,0.1163364333544178,0.6453045544381854,0.2383590122073969
467,medium,medium,0.8715718722883694,True,0.09098024485582927,0.8715718722883694,0.03744788285580138
117,shallow,shallow,0.8926845176106821,True,0.059103686772213615,0.048211795617104154,0.8926845176106821
508,deep,medium,0.7727842145252182,False,0.0951161708890598,0.7727842145252182,0.132099614585722
234,shallow,medium,0.6982331940972664,False,0.14778370912406155,0.6982331940972664,0.15398309677867195
164,shallow,shallow,0.8926845176106821,True,0.059103686772213615,0.048211795617104154,0.8926845176106821
728,medium,deep,0.4471003729770018,False,0.4471003729770018,0.41883922438396404,0.13406040263903415
696,deep,medium,0.5225683360750891,False,0.3082878807441608,0.5225683360750891,0.16914378318075016
675,deep,medium,0.4982787108409497,False,0.32334147024047405,0.4982787108409497,0.17837981891857618
407,medium,medium,0.7352688742878357,True,0.1272222486868407,0.7352688742878357,0.13750887702532355
68,shallow,medium,0.692495456313746,False,0.14640756100074906,0.692495456313746,0.16109698268550499
86,deep,deep,0.6956657282598261,True,0.6956657282598261,0.26275563258388074,0.0415786391562932
476,shallow,medium,0.5288981987990667,False,0.153954658846537,0.5288981987990667,0.31714714235439634
297,medium,medium,0.7770675628169739,True,0.08424886654837954,0.7770675628169739,0.1386835706346466
612,deep,deep,0.9417121661078763,True,0.9417121661078763,0.047028264724177544,0.011259569167946024
629,deep,deep,0.9568892045124804,True,0.9568892045124804,0.041423353745118074,0.0016874417424014472
172,shallow,medium,0.5915756253522125,False,0.2213741128939457,0.5915756253522125,0.18705026175384187
429,medium,medium,0.4123507891216109,True,0.20529391362876784,0.4123507891216109,0.3823552972496213
96,medium,medium,0.5042289886541383,True,0.3038768079719135,0.5042289886541383,0.1918942033739481
725,deep,deep,0.7316446516213103,True,0.7316446516213103,0.21927247052789398,0.04908287785079578
29,shallow,shallow,0.5582401090858661,True,0.1926832278957036,0.24907666301843032,0.5582401090858661
284,medium,medium,0.6867226318733108,True,0.10213119238364311,0.6867226318733108,0.21114617574304612
53,deep,medium,0.6952736708555264,False,0.14714805316655846,0.6952736708555264,0.1575782759779152
202,medium,medium,0.7011370464520454,True,0.1484076608195899,0.7011370464520454,0.15045529272836466
271,medium,medium,0.6867226318733108,True,0.10213119238364311,0.6867226318733108,0.21114617574304612
490,deep,medium,0.6294846974343421,False,0.25936659428111564,0.6294846974343421,0.11114870828454235
750,deep,deep,0.6034366235600269,True,0.6034366235600269,0.33951424001326513,0.05704913642670796
561,shallow,medium,0.7727842145252182,False,0.0951161708890598,0.7727842145252182,0.132099614585722
636,deep,deep,0.717290899826158,True,0.717290899826158,0.24966048775344002,0.03304861242040191
375,medium,medium,0.8217776353242698,True,0.1125433048296524,0.8217776353242698,0.06567905984607765
200,medium,medium,0.7011370464520454,True,0.1484076608195899,0.7011370464520454,0.15045529272836466
236,medium,medium,0.7039857207770907,True,0.14902001036383578,0.7039857207770907,0.14699426885907355
23,medium,medium,0.5561725490132503,True,0.1639981232937329,0.5561725490132503,0.27982932769301677
259,medium,medium,0.5440867421577419,True,0.18235413673033918,0.5440867421577419,0.27355912111191893
264,medium,medium,0.6982331940972664,True,0.14778370912406155,0.6982331940972664,0.15398309677867195
67,medium,medium,0.7011370464520454,True,0.1484076608195899,0.7011370464520454,0.15045529272836466
649,medium,medium,0.642957801435728,True,0.28628124298197277,0.642957801435728,0.07076095558229928
215,medium,medium,0.7011370464520454,True,0.1484076608195899,0.7011370464520454,0.15045529272836466
556,medium,medium,0.7920386716530353,True,0.0915354126456677,0.7920386716530353,0.11642591570129703
168,shallow,shallow,0.845091896915266,True,0.0630491653287439,0.09185893775599002,0.845091896915266
207,medium,medium,0.7011370464520454,True,0.1484076608195899,0.7011370464520454,0.15045529272836466
684,deep,medium,0.4868069349310371,False,0.3569785928810214,0.4868069349310371,0.15621447218794138
794,medium,deep,0.6651550431292395,False,0.6651550431292395,0.29406676843329665,0.04077818843746373
557,medium,medium,0.7625685337700895,True,0.09686160847887942,0.7625685337700895,0.1405698577510312
618,deep,deep,0.5094170379842191,True,0.5094170379842191,0.40581336096448495,0.0847696010512959
8,medium,medium,0.5341666205181965,True,0.1802352121668754,0.5341666205181965,0.28559816731492804
472,medium,medium,0.8657438367693419,True,0.09125462581725306,0.8657438367693419,0.043001537413405094
15,shallow,shallow,0.8926845176106821,True,0.059103686772213615,0.048211795617104154,0.8926845176106821
752,deep,deep,0.601093379179901,True,0.601093379179901,0.371551398194522,0.027355222625577
128,shallow,shallow,0.8926845176106821,True,0.059103686772213615,0.048211795617104154,0.8926845176106821
54,shallow,medium,0.692495456313746,False,0.14640756100074906,0.692495456313746,0.16109698268550499
418,medium,medium,0.7498875887877334,True,0.12342856070201107,0.7498875887877334,0.12668385051025552
145,shallow,shallow,0.845091896915266,True,0.0630491653287439,0.09185893775599002,0.845091896915266
280,medium,medium,0.6764984782301432,True,0.10312661678237556,0.6764984782301432,0.22037490498748138
55,medium,medium,0.6952736708555264,True,0.14714805316655846,0.6952736708555264,0.1575782759779152
232,shallow,medium,0.7011370464520454,False,0.1484076608195899,0.7011370464520454,0.15045529272836466
689,medium,deep,0.45882885638263315,False,0.45882885638263315,0.43495331639621987,0.106217827221147
153,shallow,shallow,0.845091896915266,True,0.0630491653287439,0.09185893775599002,0.845091896915266
711,deep,medium,0.4662253274393787,False,0.44695412965084147,0.4662253274393787,0.08682054290977988
331,medium,medium,0.7095196152280409,True,0.150210334533182,0.7095196152280409,0.14027005023877706
744,deep,deep,0.47378158380980906,True,0.47378158380980906,0.4436973263355667,0.08252108985462427
389,medium,medium,0.6178314872461531,True,0.2903477946053668,0.6178314872461531,0.09182071814847999
405,medium,medium,0.7433380228852344,True,0.12519102152967967,0.7433380228852344,0.13147095558508595
106,shallow,shallow,0.8926845176106821,True,0.059103686772213615,0.048211795617104154,0.8926845176106821
503,deep,medium,0.7727842145252182,False,0.0951161708890598,0.7727842145252182,0.132099614585722
379,medium,medium,0.5537942262802693,True,0.18436584999097191,0.5537942262802693,0.2618399237287587
187,shallow,shallow,0.845091896915266,True,0.0630491653287439,0.09185893775599002,0.845091896915266
330,medium,medium,0.7174201325249662,True,0.15191161077985857,0.7174201325249662,0.13066825669517523
710,medium,deep,0.46104408337727437,False,0.46104408337727437,0.3904535202694011,0.1485023963533245
18,shallow,shallow,0.7304656381341998,True,0.18812904455669108,0.08140531730910906,0.7304656381341998
795,deep,deep,0.9710275047776071,True,0.9710275047776071,0.027970432869177605,0.0010020623532152931
417,medium,medium,0.7621965849908088,True,0.12122698921925927,0.7621965849908088,0.11657642578993198
596,deep,deep,0.5600961599301003,True,0.5600961599301003,0.3858209086511294,0.05408293141877027
466,medium,medium,0.8657438367693419,True,0.09125462581725306,0.8657438367693419,0.043001537413405094
499,deep,medium,0.7905575023785463,False,0.1343321573062376,0.7905575023785463,0.07511034031521618
617,deep,deep,0.8645421525232887,True,0.8645421525232887,0.12785357615977416,0.007604271316937303
759,deep,deep,0.623651461275422,True,0.623651461275422,0.33232675603013134,0.04402178269444658
